web-scraper-order,web-scraper-start-url,category,category-href,page,page-href,name,price,link,link-href,instock
"1597508890-1900","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.Skill F4-3600C19S-8GVRB Desktop Ram Ripjaws V Series 8GB (8GBx1) DDR4 DRAM 3600MHz Red","₹4,000","G.Skill F4-3600C19S-8GVRB Desktop Ram Ripjaws V Series 8GB (8GBx1) DDR4 DRAM 3600MHz Red","https://mdcomputers.in/g-skill-ripjaws-v-8gb-ddr4-3600mhz-f4-3600c19s-8gvrb.html","null"
"1597509028-4060","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XF 45° Rotary Adapters Twin Pack (Chrome)","₹2,326","CORSAIR Hydro X Series XF 45° Rotary Adapters Twin Pack (Chrome)","https://mdcomputers.in/corsair-xf-45-rotary-chrome-cx-9055001-ww.html","null"
"1597508754-1583","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair HX1000 SMPS - 1000 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","₹17,688","Corsair HX1000 SMPS - 1000 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/corsair-hx1000-80-plus-platinum-cp-9020139-uk.html","null"
"1597508636-1270","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","HP 22YH - 22 Inch Monitor (5ms Respose Time, FHD TN Panel, HDMI, VGA)","₹6,900","HP 22YH - 22 Inch Monitor (5ms Respose Time, FHD TN Panel, HDMI, VGA)","https://mdcomputers.in/hp-22yh-2qu15aa.html","null"
"1597508850-1782","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Sandisk Ultra Dual Drive 64GB USB Type C OTG Pen Drive","₹1,076","Sandisk Ultra Dual Drive 64GB USB Type C OTG Pen Drive","https://mdcomputers.in/sandisk-ultra-dual-drive-64gb-type-c-sdddc3-064g-i35.html","null"
"1597508720-1540","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Antec VP650P Plus SMPS 650 Watt 80 Plus Standard Certification PSU With Active PFC","₹4,152","Antec VP650P Plus SMPS 650 Watt 80 Plus Standard Certification PSU With Active PFC","https://mdcomputers.in/antec-650-watt-vp650p-plus-ec.html","null"
"1597508928-1986","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","Msi MEG Z390 ACE (Wi-Fi) Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 128GB DDR4 4500MHz Memory)","₹30,195","Msi MEG Z390 ACE (Wi-Fi) Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 128GB DDR4 4500MHz Memory)","https://mdcomputers.in/msi-meg-z390-ace.html","null"
"1597508623-1255","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","AOC 22B2H - 22 Inch Monitor (6.5ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)","₹6,949","AOC 22B2H - 22 Inch Monitor (6.5ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)","https://mdcomputers.in/aoc-22-inch-22b2h.html","null"
"1597508662-1432","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","5","https://mdcomputers.in/cabinet?page=5","CIRCLE VERVE WITH SMPS (M-ATX) Mini Tower Cabinet (Black)","₹2,250","CIRCLE VERVE WITH SMPS (M-ATX) Mini Tower Cabinet (Black)","https://mdcomputers.in/circle-mini-tower-verve-black.html","null"
"1597508834-1736","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","6","https://mdcomputers.in/storage?page=6","Western Digital My Passport 4TB Blue External Hard Drive (WDBPKJ0040BBL-WESN)","₹8,941","Western Digital My Passport 4TB Blue External Hard Drive (WDBPKJ0040BBL-WESN)","https://mdcomputers.in/western-digital-my-passport-4tb-blue-wdbpkj0040bbl-wesn.html","null"
"1597508867-1817","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Corsair Force Series MP510 240GB Gen3 PCIe x 4 NVMe M.2 SSD (CSSD-F240GBMP510)","₹5,428","Corsair Force Series MP510 240GB Gen3 PCIe x 4 NVMe M.2 SSD (CSSD-F240GBMP510)","https://mdcomputers.in/corsair-force-mp510-240gb-nvme-m-2-cssd-f240gbmp510.html","null"
"1597509021-4038","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","10th Gen Intel® Core™ i5-10600 Desktop Processor 6 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110600","₹21,870","10th Gen Intel® Core™ i5-10600 Desktop Processor 6 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110600","https://mdcomputers.in/intel-core-i5-10600.html","null"
"1597508993-2142","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Thermaltake P1000 Pastel Coolant (Red)","₹1,750","Thermaltake P1000 Pastel Coolant (Red)","https://mdcomputers.in/thermaltake-p1000-red-cl-w246-os00re-a.html","null"
"1597508805-1686","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","Gigabyte Radeon RX 570 4GB GDDR5 256-bit Gaming Graphics Card","₹12,499","Gigabyte Radeon RX 570 4GB GDDR5 256-bit Gaming Graphics Card","https://mdcomputers.in/gigabyte-gv-rx570gaming-4gd.html","null"
"1597508843-1746","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Seagate SkyHawk Lite 2TB Surveillance Desktop Internal Hard Drive (ST2000VX007)","₹5,000","Seagate SkyHawk Lite 2TB Surveillance Desktop Internal Hard Drive (ST2000VX007)","https://mdcomputers.in/seagate-skyhawk-lite-surveillance-2tb-st2000vx007.html","null"
"1597508850-1785","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Seagate Backup Plus Slim 1TB Black External Hard Drive (STHN1000400)","₹4,183","Seagate Backup Plus Slim 1TB Black External Hard Drive (STHN1000400)","https://mdcomputers.in/seagate-1tb-black-backup-plus-slim-sthn1000400.html","null"
"1597508843-1751","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Silicon Power P34A80 512GB M.2 NVMe Internal SSD (SP512GBP34A80M28)","₹7,000","Silicon Power P34A80 512GB M.2 NVMe Internal SSD (SP512GBP34A80M28)","https://mdcomputers.in/silicon-power-p34a80-512gb-m.2-nvme-sp512gbp34a80m28.html","null"
"1597509002-3970","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Captain 240 EX White RGB All in One 240mm CPU Liquid Cooler (DP-GS-H12L-CT240RGB-WH)","₹11,848","Deepcool GamerStorm Captain 240 EX White RGB All in One 240mm CPU Liquid Cooler (DP-GS-H12L-CT240RGB-WH)","https://mdcomputers.in/deepcool-captain-240-ex-white-rgb-dp-gs-h12l-ct240rgb-wh.html","null"
"1597508906-1952","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMZ8GX3M1A1600C10 Desktop Ram Vengeance Series - 8GB (8GBx1) DDR3 DRAM 1600MHz Black","₹3,800","Corsair CMZ8GX3M1A1600C10 Desktop Ram Vengeance Series - 8GB (8GBx1) DDR3 DRAM 1600MHz Black","https://mdcomputers.in/corsair-vengeance-8gb-ddr3-1600mhz-cmz8gx3m1a1600c10.html","null"
"1597508874-1848","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","Adata AX4U3200316G16A-ST60 Desktop Ram XPG Spectrix D60G Series 16GB (16GBx1) DDR4 3200MHz RGB","₹8,200","Adata AX4U3200316G16A-ST60 Desktop Ram XPG Spectrix D60G Series 16GB (16GBx1) DDR4 3200MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d60g-16gb-ddr4-3200mhz-rgb-ax4u3200316g16a-st60.html","null"
"1597509002-3971","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Castle 240EX ARGB All In One 240mm CPU Liquid Cooler (DP-GS-H12-CSL240EX)","₹8,207","Deepcool GamerStorm Castle 240EX ARGB All In One 240mm CPU Liquid Cooler (DP-GS-H12-CSL240EX)","https://mdcomputers.in/deepcool-castle-240ex-rgb-dp-gs-h12-csl240ex.html","null"
"1597508928-1988","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","MSI MEG Z490 UNIFY (Wi-Fi) Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 4800MHz Memory)","₹30,599","MSI MEG Z490 UNIFY (Wi-Fi) Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 4800MHz Memory)","https://mdcomputers.in/msi-meg-z490-unify-atx-gaming-motherboard.html","null"
"1597508965-2071","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS ROG STRIX Z390-F GAMING Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 64GB DDR4-4266MHz Memory)","₹20,922","ASUS ROG STRIX Z390-F GAMING Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 64GB DDR4-4266MHz Memory)","https://mdcomputers.in/asus-rog-strix-z390-f-gaming.html","null"
"1597508850-1776","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Samsung 970 EVO Plus 500GB M.2 NVMe Internal SSD (MZ-V7S500BW)","₹10,650","Samsung 970 EVO Plus 500GB M.2 NVMe Internal SSD (MZ-V7S500BW)","https://mdcomputers.in/samsung-970-evo-plus-500gb-m-2-mz-v7s500bw.html","null"
"1597508882-1877","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","5","https://mdcomputers.in/memory?page=5","Thermaltake R019D408GX2-3600C18A Desktop Ram TOUGHRAM Z-ONE RGB Series 16GB (8GBx2) DDR4 3600MHz RGB","₹10,399","Thermaltake R019D408GX2-3600C18A Desktop Ram TOUGHRAM Z-ONE RGB Series 16GB (8GBx2) DDR4 3600MHz RGB","https://mdcomputers.in/thermaltake-memory-toughram-z-one-rgb-16gb-ddr4-3600mhz-r019d408gx2-3600c18a.html","null"
"1597508623-1254","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer S271HL H - 27 Inch Monitor (1ms Response Time, FHD TN Panel, HDMI, VGA)","₹14,173","Acer S271HL H - 27 Inch Monitor (1ms Response Time, FHD TN Panel, HDMI, VGA)","https://mdcomputers.in/acer-27-inch-s271hl-h.html","null"
"1597509040-4114","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","2","https://mdcomputers.in/corsair-hydro-x.html?page=2","CORSAIR Hydro X Series XF Hardline 14mm OD Fittings Four Pack (Black)","₹2,326","CORSAIR Hydro X Series XF Hardline 14mm OD Fittings Four Pack (Black)","https://mdcomputers.in/corsair-hydro-x-xf-hardline-14mm-black-cx-9052008-ww.html","null"
"1597508940-2017","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","Msi H310M Pro-VDH Plus Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","₹5,033","Msi H310M Pro-VDH Plus Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","https://mdcomputers.in/msi-h310m-pro-vdh-plus.html","null"
"1597508720-1550","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Cooler Master MWE 650 White V2 SMPS 650 Watt 80 Plus Standard Certification PSU With Active PFC","₹4,469","Cooler Master MWE 650 White V2 SMPS 650 Watt 80 Plus Standard Certification PSU With Active PFC","https://mdcomputers.in/cooler-master-mwe-650-white-v2-80-plus-standard-mpe-6501-acabw-in.html","null"
"1597508928-1993","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","MSI MPG Z490 Gaming Edge WIFI Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 4800MHz Memory)","₹22,900","MSI MPG Z490 Gaming Edge WIFI Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 128GB DDR4 4800MHz Memory)","https://mdcomputers.in/msi-mpg-z490-gaming-edge-wifi.html","null"
"1597509021-4041","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","6th Gen Intel® Core™ i3-6100 Desktop Processor 2 Core up to 3.7GHz LGA1151 (Intel® 200 Series chipset) 51W BX80662I36100","₹9,693","6th Gen Intel® Core™ i3-6100 Desktop Processor 2 Core up to 3.7GHz LGA1151 (Intel® 200 Series chipset) 51W BX80662I36100","https://mdcomputers.in/intel-core-i3-6100-bx80662i36100.html","null"
"1597508623-1250","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer KA240H 24 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, D-sub)","₹9,229","Acer KA240H 24 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, D-sub)","https://mdcomputers.in/acer-24-inch-fhd-ka240h.html","null"
"1597508720-1538","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Antec VP450P Plus SMPS - 450 Watt 80 Plus Standard Certification PSU With Active PFC","₹2,800","Antec VP450P Plus SMPS - 450 Watt 80 Plus Standard Certification PSU With Active PFC","https://mdcomputers.in/antec-450-watt-vp450p-plus.html","null"
"1597509021-4049","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","9th Gen Intel® Core™ i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I99900K","₹45,100","9th Gen Intel® Core™ i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I99900K","https://mdcomputers.in/intel-core-i9-9900k-bx80684i99900k.html","null"
"1597508720-1533","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Antec BP450P SMPS 450 Watt PSU","₹2,590","Antec BP450P SMPS 450 Watt PSU","https://mdcomputers.in/antec-bp450p.html","null"
"1597508965-2050","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS PRIME H410M-E Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 64GB DDR4 2933MHz Memory)","₹7,300","ASUS PRIME H410M-E Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 64GB DDR4 2933MHz Memory)","https://mdcomputers.in/asus-prime-h410m-e.html","null"
"1597508754-1598","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Deepcool DN450 SMPS 450 Watt PSU With Active PFC","₹2,559","Deepcool DN450 SMPS 450 Watt PSU With Active PFC","https://mdcomputers.in/deepcool-450-watt-dn450.html","null"
"1597508623-1253","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer RT240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, DVI, HDMI, D-sub, Speakers)","₹10,004","Acer RT240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, DVI, HDMI, D-sub, Speakers)","https://mdcomputers.in/acer-24-inch-monitor-rt240y.html","null"
"1597508727-1557","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Fingers Gamma-12-407 SMPS","₹930","Fingers Gamma-12-407 SMPS","https://mdcomputers.in/fingers-gamma-12-407.html","null"
"1597508928-1990","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","Msi MPG X570 Gaming Plus Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","₹17,800","Msi MPG X570 Gaming Plus Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","https://mdcomputers.in/msi-mpg-x570-gaming-plus.html","null"
"1597508786-1648","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Inno3d GeForce RTX 2080 Twin X2 8GB GDDR6 256-bit Gaming Graphics Card","₹64,302","Inno3d GeForce RTX 2080 Twin X2 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/inno3d-geforce-rtx-2080-8gb-gddr6-oc-x2-n20802-08d6-1180633.html","null"
"1597508867-1829","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Crucial MX500 250GB M.2 3D Nand Internal Ssd (CT250Mx500SSD4)","₹4,100","Crucial MX500 250GB M.2 3D Nand Internal Ssd (CT250Mx500SSD4)","https://mdcomputers.in/crucial-mx500-3d-nand-250gb-m-2-ct250mx500ssd4.html","null"
"1597509040-4126","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","2","https://mdcomputers.in/corsair-hydro-x.html?page=2","CORSAIR Hydro X Series XF Rotary Y-Splitter (Black)","₹1,565","CORSAIR Hydro X Series XF Rotary Y-Splitter (Black)","https://mdcomputers.in/corsair-xf-rotary-y-splitter-black-cx-9055016-ww.html","null"
"1597509033-4081","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","3","https://mdcomputers.in/corsair-hydro-x.html?page=3","CORSAIR Hydro X Series XT Hardline 12mm Tubing","₹1,685","CORSAIR Hydro X Series XT Hardline 12mm Tubing","https://mdcomputers.in/corsair-hydro-x-xt-hardline-12mm-cx-9059002-ww.html","null"
"1597508993-2129","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Deepcool Gammaxx L240T Red All in One 240mm CPU Liquid Cooler (DP-H12RF-GL240TR)","₹5,020","Deepcool Gammaxx L240T Red All in One 240mm CPU Liquid Cooler (DP-H12RF-GL240TR)","https://mdcomputers.in/deepcool-gammaxx-l240t-red-dp-h12rf-gl240tr.html","null"
"1597508636-1274","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","HP Compaq B191 - 19 Inch Monitor (5Ms Respose Time, HD, VGA)","₹4,600","HP Compaq B191 - 19 Inch Monitor (5Ms Respose Time, HD, VGA)","https://mdcomputers.in/hp-compaq-b191-19-inch-t5d84at.html","null"
"1597508654-1386","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","","","Antec Dark Avenger DA601 RGB (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","₹6,625","Antec Dark Avenger DA601 RGB (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","https://mdcomputers.in/antec-mid-tower-dark-avenger-da601-rgb.html","null"
"1597508965-2058","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS PRIME Z390-P Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 64GB DDR4-4266MHz Memory)","₹16,200","ASUS PRIME Z390-P Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 64GB DDR4-4266MHz Memory)","https://mdcomputers.in/asus-prime-z390-p.html","null"
"1597508772-1632","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","Zotac Gaming GeForce GTX 1660 Twin Fan 6GB GDDR5 192-bit Gaming Graphics Card, Super Compact, ZT-T16600K-10M","₹18,957","Zotac Gaming GeForce GTX 1660 Twin Fan 6GB GDDR5 192-bit Gaming Graphics Card, Super Compact, ZT-T16600K-10M","https://mdcomputers.in/zotac-geforce-gtx-1660-6gb-zt-t16600k-10m.html","null"
"1597508636-1278","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 22MK400H - 22 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, FHD TN Panel, HDMI, D-Sub)","₹7,199","LG 22MK400H - 22 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, FHD TN Panel, HDMI, D-Sub)","https://mdcomputers.in/lg-22-inch-amd-freesync-gaming-monitor-22mk400h.html","null"
"1597508928-1985","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","Msi MEG X570 Unify (Wi-Fi) Motherboard (Amd Socket AM4/2nd and 3rd Gen Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","₹30,400","Msi MEG X570 Unify (Wi-Fi) Motherboard (Amd Socket AM4/2nd and 3rd Gen Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","https://mdcomputers.in/msi-meg-x570-unify.html","null"
"1597508874-1845","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U300038G16A-ST50 Desktop Ram XPG SPECTRIX D50 Series 8GB (8GBx1) DDR4 3000MHz RGB","₹4,200","ADATA AX4U300038G16A-ST50 Desktop Ram XPG SPECTRIX D50 Series 8GB (8GBx1) DDR4 3000MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d50-8gb-ddr4-3000mhz-ax4u300038g16a-st50.html","null"
"1597508754-1593","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Deepcool Aurora DA550 SMPS 550 Watt 80 Plus Bronze Certification PSU With Active PFC","₹5,035","Deepcool Aurora DA550 SMPS 550 Watt 80 Plus Bronze Certification PSU With Active PFC","https://mdcomputers.in/deepcool-aurora-80-plus-bronze-da550.html","null"
"1597508897-1921","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","3","https://mdcomputers.in/memory?page=3","G.Skill F4-2666C19S-8GVR Desktop Ram Ripjaws V Series - 8GB (8GBx1) DDR4 2666MHz Red","₹3,600","G.Skill F4-2666C19S-8GVR Desktop Ram Ripjaws V Series - 8GB (8GBx1) DDR4 2666MHz Red","https://mdcomputers.in/g-skill-ripjaws-v-8gb-ddr4-2666mhz-f4-2666c19s-8gvr.html","null"
"1597508636-1292","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 32MN58H - 32 Inch Monitor (8ms Response Time, FHD IPS Panel, HDMI, D-sub)","₹15,000","LG 32MN58H - 32 Inch Monitor (8ms Response Time, FHD IPS Panel, HDMI, D-sub)","https://mdcomputers.in/lg-32-inch-32mn58h.html","null"
"1597508720-1544","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Circle CG Raw Power 750W SMPS 750 Watt 80 Plus Bronze Certification Modular PSU With Active PFC","₹6,700","Circle CG Raw Power 750W SMPS 750 Watt 80 Plus Bronze Certification Modular PSU With Active PFC","https://mdcomputers.in/circle-750-watt-80-plus-bronze-cg-raw-power-750w.html","null"
"1597508874-1854","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U320038G16A-ST60 Desktop Ram XPG SPECTRIX D60G Series 8GB (8GBx1) DDR4 3200MHz RGB","₹4,676","ADATA AX4U320038G16A-ST60 Desktop Ram XPG SPECTRIX D60G Series 8GB (8GBx1) DDR4 3200MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d60g-8gb-ddr4-3200mhz-ax4u320038g16a-st60.html","null"
"1597508890-1901","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.Skill F4-4000C18D-16GTZRB Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 4000MHz","₹15,800","G.Skill F4-4000C18D-16GTZRB Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 4000MHz","https://mdcomputers.in/g-skill-trident-z-rgb-16gb-ddr4-4000mhz-f4-4000c18d-16gtzrb.html","null"
"1597509012-4029","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","AMD RYZEN 7 3800X (8 CORES 16 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.9GHz AND 36MB GAME CACHE)","₹32,379","AMD RYZEN 7 3800X (8 CORES 16 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.9GHz AND 36MB GAME CACHE)","https://mdcomputers.in/amd-octa-core-ryzen-7-3800x.html","null"
"1597508890-1888","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.Skill F4-3200C16S-32GVK Desktop Ram Ripjaws V Series 32GB (32GBx1) DDR4 3200MHz Black","₹14,975","G.Skill F4-3200C16S-32GVK Desktop Ram Ripjaws V Series 32GB (32GBx1) DDR4 3200MHz Black","https://mdcomputers.in/g-skill-ripjaws-v-32gb-3200mhz-black-f4-3200c16s-32gvk.html","null"
"1597508867-1821","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Corsair Force Series MP600 2TB Gen4 PCIe x4 NVMe M.2 3D TLC NAND Internal SSD (CSSD-F2000GBMP600)","₹39,668","Corsair Force Series MP600 2TB Gen4 PCIe x4 NVMe M.2 3D TLC NAND Internal SSD (CSSD-F2000GBMP600)","https://mdcomputers.in/corsair-force-mp600-2tb-nvme-m-2-cssd-f2000gbmp600.html","null"
"1597508754-1582","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair CX750M 750 Watt 80 Plus Bronze Certification Semi Modular PSU With Active PFC","₹8,500","Corsair CX750M 750 Watt 80 Plus Bronze Certification Semi Modular PSU With Active PFC","https://mdcomputers.in/corsair-cx750m-80-plus-bronze-semi-modular-cp-9020061-uk.html","null"
"1597508727-1574","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","CORSAIR HX750 SMPS - 750 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","₹12,200","CORSAIR HX750 SMPS - 750 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/corsair-hx750-80-plus-platinum-cp-9020137-uk.html","null"
"1597508928-1999","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","5","https://mdcomputers.in/motherboards?page=5","Gigabyte B450M S2H Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 32GB DDR4 3200MHz Memory)","₹6,494","Gigabyte B450M S2H Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 32GB DDR4 3200MHz Memory)","https://mdcomputers.in/gigabyte-b450m-s2h.html","null"
"1597508727-1563","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","NZXT C750 SMPS - 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","₹11,000","NZXT C750 SMPS - 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/nzxt-750-watt-80-plus-gold-np-c750m-uk.html","null"
